"用户id","年龄","性别","门店id","评分","人均价格","是否点击"
"649","63","F","436","3","54","0"
"649","49","F","202","1","186","1"
"649","76","F","321","1","168","0"
"649","13","F","216","2","86","1"
"649","16","F","124","2","69","1"
"649","22","M","252","1","64","1"
"649","78","M","140","4","128","0"
"649","34","M","432","4","80","1"
"649","14","M","278","0","72","0"
"649","12","F","358","1","172","0"
"649","64","F","107","2","60","1"
"649","37","M","369","1","181","1"
"649","66","F","142","0","72","0"
"649","25","M","196","0","73","1"
"649","41","F","480","3","227","1"
"649","18","M","229","2","211","1"
"649","75","F","106","3","211","0"
"650","21","M","185","0","182","1"
"650","23","F","124","4","209","0"
"650","76","M","133","0","207","0"
"650","34","F","434","1","168","0"
"650","55","M","260","0","198","1"
"650","24","F","404","3","191","1"
"650","49","F","450","3","189","1"
"650","44","F","199","4","52","1"
"650","30","F","375","4","249","0"
"650","36","F","470","0","107","0"
"650","22","F","234","2","159","0"
"650","59","F","346","4","134","0"
"650","30","F","415","4","170","1"
"651","23","M","130","3","173","0"
"651","65","M","321","3","133","0"
"651","33","F","316","2","94","0"
"651","28","M","202","4","229","0"
"651","68","F","197","1","201","0"
"651","30","F","367","1","237","1"
"651","39","M","290","1","220","0"
"653","60","M","183","1","108","0"
"653","12","M","361","4","140","1"
"653","67","F","175","1","183","1"
"653","21","M","424","1","163","1"
"653","66","M","105","0","55","1"
"653","77","M","459","0","222","0"
"653","18","F","223","2","200","0"
"653","13","M","251","3","244","0"
"653","53","F","420","3","197","0"
"653","20","M","124","2","102","0"
"653","78","M","153","4","152","0"
"653","32","F","338","2","144","1"
"653","14","M","316","3","187","1"
"653","10","F","204","2","164","0"
"653","66","M","237","0","50","1"
"653","20","F","257","2","70","1"
"653","66","M","382","3","120","0"
"654","59","M","324","4","128","1"
"654","43","M","476","4","216","1"
"654","11","M","366","1","115","1"
"654","53","F","271","3","146","1"
"654","59","F","277","3","232","1"
"654","54","F","474","4","223","1"
"654","40","M","256","4","104","0"
"654","13","F","375","4","240","1"
"655","35","M","489","4","248","0"
"655","34","F","416","4","94","0"
"655","77","F","279","4","165","1"
"655","11","M","423","4","76","0"
"655","30","F","328","3","187","0"
"655","51","F","160","3","62","0"
"655","50","M","375","2","77","1"
"655","54","M","453","4","205","1"
"655","15","F","476","4","182","1"
"655","20","M","121","2","102","0"
"655","66","F","333","2","98","1"
"655","35","M","101","0","214","0"
"655","45","M","225","0","108","0"
"655","26","F","190","1","238","0"
"655","26","M","291","2","56","1"
"655","32","F","367","1","182","1"
"656","26","M","107","4","117","1"
"656","30","M","436","0","150","1"
"656","59","M","458","0","158","0"
"656","63","M","441","3","125","0"
"656","27","F","373","3","249","0"
"656","55","F","302","1","50","1"
"659","23","M","209","1","247","1"
"659","66","M","479","3","216","0"
"659","40","M","410","1","97","0"
"659","74","F","394","1","84","1"
"659","73","F","277","4","216","0"
"659","14","F","484","2","153","0"
"659","38","M","425","0","157","0"
"659","14","F","352","4","85","1"
"659","56","F","384","4","162","0"
"659","25","F","240","2","53","1"
"659","58","F","478","2","80","0"
"659","67","F","437","4","73","0"
"659","21","M","380","2","176","0"
"659","48","M","273","3","155","1"
"659","41","F","176","4","136","1"
"659","57","F","202","1","126","0"
"659","42","F","315","0","212","0"
"659","17","F","334","3","197","0"
"660","67","M","295","4","211","0"
"660","63","F","302","2","112","1"
"660","16","M","202","1","194","1"
"660","55","M","330","1","230","0"
"660","61","M","407","0","124","1"
"660","13","M","350","0","61","1"
"660","16","F","198","1","190","1"
"660","75","M","485","0","248","0"
"660","45","F","184","0","203","0"
"660","15","F","188","1","175","0"
"660","10","F","181","3","234","0"
"660","48","M","181","1","129","0"
"660","71","F","333","1","51","1"
"661","76","M","317","2","91","1"
"661","55","M","122","4","225","0"
"661","37","F","429","3","210","0"
"661","63","F","341","0","174","0"
"661","14","F","340","1","125","1"
"661","45","F","286","4","191","1"
"661","19","F","325","4","139","1"
"661","64","F","386","2","52","1"
"661","23","F","210","4","133","1"
"661","65","F","301","0","114","0"
"662","50","M","176","2","181","1"
"662","12","F","123","2","218","1"
"662","12","M","250","1","202","1"
"662","40","F","482","1","91","1"
"662","63","F","188","0","53","1"
"662","23","M","451","4","69","1"
"662","70","M","476","3","161","1"
"662","52","F","146","0","109","0"
"662","75","F","273","2","121","0"
"662","63","F","462","2","222","1"
"662","34","F","478","3","209","0"
"662","79","M","212","2","118","0"
"662","73","F","364","1","171","1"
"662","45","M","494","3","176","0"
"662","29","F","455","4","63","0"
"662","32","M","169","0","76","0"
"663","64","M","466","0","247","1"
"663","63","F","259","3","237","1"
"663","39","M","361","3","249","1"
"663","72","F","225","2","96","0"
"663","21","M","401","2","242","1"
"663","48","F","492","0","96","0"
"666","35","F","479","4","224","0"
"666","43","M","261","0","78","0"
"666","30","F","231","1","177","0"
"666","53","F","338","3","156","1"
"666","16","M","439","3","87","0"
"666","21","M","350","2","174","1"
"666","18","M","259","1","163","0"
"666","61","F","326","2","226","0"
"666","30","F","263","4","50","0"
"666","36","M","426","2","107","0"
"666","41","F","373","2","140","0"
"666","74","M","352","2","208","0"
"666","29","F","330","4","245","1"
"666","29","M","340","4","208","0"
"666","79","F","479","3","110","0"
"666","58","M","141","4","78","1"
"668","60","M","411","0","210","1"
"668","21","F","357","0","203","0"
"668","65","M","381","4","198","0"
"668","69","M","406","4","91","0"
"668","45","F","431","2","206","0"
"668","19","M","398","2","123","0"
"668","57","F","272","0","87","1"
"668","69","F","222","3","221","0"
"668","42","F","337","3","56","0"
"668","49","F","258","0","244","1"
"668","66","F","441","2","175","0"
"668","11","F","193","1","222","0"
"668","21","M","182","2","215","0"
"668","55","F","349","3","243","0"
"669","53","F","266","1","53","0"
"669","57","M","468","1","58","0"
"669","10","F","424","0","142","1"
"669","25","M","393","2","163","1"
"669","12","M","335","0","139","1"
"669","29","M","394","3","181","1"
"669","69","F","374","2","158","0"
"669","33","F","424","1","110","0"
"669","28","M","254","1","213","1"
"669","65","F","336","4","74","0"
"673","15","M","286","2","129","0"
"673","26","M","101","2","120","1"
"673","39","F","455","4","126","1"
"673","53","M","290","4","208","0"
"673","79","M","493","1","182","0"
"673","60","M","136","4","222","0"
"673","21","M","379","2","227","0"
"673","37","F","373","1","246","1"
"674","14","F","245","3","166","1"
"674","54","F","177","3","92","0"
"674","70","F","491","4","198","0"
"674","41","M","250","3","142","0"
"674","12","M","500","3","169","1"
"674","46","M","148","0","157","1"
"674","75","M","448","0","120","1"
"674","68","M","214","2","62","0"
"674","75","M","357","4","197","0"
"675","36","M","274","0","92","0"
"675","66","M","447","2","76","0"
"675","70","F","371","3","194","1"
"675","74","M","455","2","140","1"
"675","25","F","316","2","88","0"
"675","52","F","458","4","180","1"
"675","29","M","109","4","238","0"
"675","20","M","465","1","233","1"
"675","68","M","167","4","197","0"
"676","25","F","370","2","179","0"
"676","33","M","365","4","192","1"
"676","46","M","279","3","239","1"
"676","67","F","425","4","85","1"
"676","45","F","401","1","102","1"
"676","48","F","154","1","146","1"
"676","62","M","259","2","133","0"
"676","10","F","173","3","183","0"
"676","44","F","309","0","246","1"
"676","79","M","446","3","165","1"
"677","34","M","158","0","162","1"
"677","28","M","350","0","143","0"
"677","35","M","488","3","111","0"
"677","33","F","345","3","226","0"
"677","34","F","444","4","176","1"
"677","72","F","169","4","147","0"
"677","63","M","372","0","206","1"
"678","46","F","219","1","132","1"
"678","59","F","456","2","152","1"
"678","43","F","346","4","87","0"
"678","49","M","406","1","226","1"
"678","43","F","454","1","217","1"
"678","73","M","450","1","58","1"
"678","68","F","106","1","135","0"
"678","73","F","321","1","130","1"
"678","46","F","107","4","125","0"
"680","11","F","109","1","86","1"
"680","75","M","203","0","234","1"
"680","76","F","146","4","246","0"
"680","18","F","391","4","167","1"
"680","47","F","381","2","156","1"
"680","23","M","380","4","126","0"
"681","22","F","379","0","236","1"
"681","35","F","147","1","110","1"
"681","12","M","492","2","109","1"
"681","17","F","359","1","167","1"
"681","31","M","381","2","89","0"
"681","38","F","396","0","60","0"
"681","70","M","496","4","116","1"
"681","58","F","419","4","74","1"
"682","42","F","404","4","66","0"
"682","46","F","210","0","124","1"
"682","48","F","397","1","99","0"
"682","77","M","344","1","55","0"
"682","40","M","103","0","126","1"
"682","20","F","200","2","87","0"
"682","74","M","411","4","206","1"
"682","36","F","344","0","205","1"
"682","79","M","122","4","58","0"
"682","39","F","213","2","72","0"
"682","26","M","146","1","198","1"
"683","20","F","210","3","133","0"
"683","37","F","164","1","80","1"
"683","40","F","331","3","96","0"
"683","61","F","328","3","139","1"
"683","45","F","311","3","240","0"
"683","16","F","275","0","180","1"
"683","65","M","123","2","188","1"
"683","36","M","116","2","81","0"
"683","13","F","155","0","85","0"
"683","77","M","441","1","212","0"
"683","49","F","248","4","67","0"
"683","23","M","429","3","132","1"
"683","13","M","118","4","116","1"
"683","76","M","114","1","99","1"
"683","19","F","265","3","132","0"
"683","35","F","167","1","204","1"
"683","26","F","412","3","151","0"
"683","51","M","118","0","179","0"
"683","15","F","125","0","77","0"
"684","56","M","290","2","239","0"
"684","20","F","483","3","103","0"
"684","77","F","151","0","76","1"
"684","38","F","264","1","136","0"
"684","45","M","366","2","95","1"
"684","29","F","294","3","123","1"
"684","22","M","315","3","101","1"
"684","49","M","202","2","94","0"
"685","54","F","315","4","57","1"
"685","45","F","163","1","140","1"
"685","73","M","386","1","246","1"
"685","56","F","218","0","206","1"
"685","45","F","142","1","191","1"
"685","46","M","132","4","92","1"
"685","67","M","186","0","126","1"
"685","58","F","357","0","64","0"
"685","23","M","447","0","107","1"
"687","42","M","106","1","221","1"
"687","58","F","239","2","232","1"
"687","38","M","253","2","122","0"
"687","47","M","235","4","135","1"
"687","14","F","431","2","151","1"
"687","65","M","306","1","196","1"
"687","42","M","400","4","164","0"
"687","51","M","321","0","213","0"
"687","13","F","350","3","162","1"
"687","64","F","288","0","77","1"
"687","28","F","429","3","95","0"
"688","23","F","204","4","232","1"
"688","76","M","269","1","90","0"
"688","77","F","113","1","71","0"
"688","17","M","180","0","65","1"
"688","42","M","380","2","149","0"
"688","23","F","198","2","57","0"
"688","54","F","420","1","226","1"
"688","36","M","124","1","53","1"
"688","66","M","258","4","241","0"
"688","68","M","113","1","191","0"
"688","10","M","464","4","183","0"
"689","43","F","174","4","142","0"
"689","17","M","384","1","152","0"
"689","24","M","300","3","189","1"
"689","60","M","477","3","109","1"
"689","21","F","328","2","243","1"
"689","34","F","374","2","247","0"
"689","59","M","287","2","64","0"
"689","72","F","237","3","145","0"
"689","30","M","363","2","188","1"
"689","46","M","379","0","142","0"
"689","65","F","349","0","105","0"
"689","62","F","137","4","56","0"
"689","27","F","249","1","163","0"
"689","15","M","347","0","102","1"
"689","46","F","333","1","201","0"
"689","68","F","409","2","90","1"
"691","33","M","235","0","183","0"
"691","31","F","147","4","114","1"
"691","76","F","113","2","115","1"
"691","25","F","342","4","84","0"
"691","25","M","316","1","131","0"
"691","69","F","441","1","197","1"
"691","38","M","173","2","115","0"
"691","52","F","397","1","153","0"
"691","54","M","359","3","180","0"
"691","22","M","360","4","144","1"
"691","31","F","339","2","164","1"
"691","52","M","418","0","158","1"
"691","58","M","433","3","135","1"
"693","44","M","389","3","93","1"
"693","78","M","376","4","182","1"
"693","26","M","213","4","241","0"
"693","68","M","104","0","58","0"
"693","61","M","366","4","213","0"
"693","33","M","448","1","140","1"
"693","56","F","430","3","165","1"
"693","55","F","279","2","129","1"
"693","39","M","482","0","178","1"
"693","64","M","466","3","76","0"
"693","52","F","300","3","164","1"
"693","34","M","460","1","138","1"
"693","47","M","144","1","170","1"
"693","27","F","178","1","112","0"
"693","32","F","123","0","113","1"
"694","36","F","176","0","172","1"
"694","78","F","396","4","176","1"
"694","11","F","138","4","154","0"
"694","53","F","303","2","137","0"
"694","34","F","351","2","56","1"
"694","31","F","410","2","184","1"
"694","69","M","323","1","165","0"
"694","28","M","162","1","141","0"
"694","56","M","246","0","154","0"
"695","17","F","444","0","167","1"
"695","73","F","157","1","199","1"
"695","34","F","252","3","190","0"
"695","40","F","179","2","145","1"
"695","44","M","445","4","205","0"
"695","30","F","367","0","83","1"
"695","19","F","462","3","173","1"
"695","23","F","192","0","75","0"
"695","12","F","130","2","95","0"
"695","15","M","324","2","188","0"
"695","55","M","109","4","222","0"
"696","11","M","198","1","77","1"
"696","46","F","152","4","173","0"
"696","47","F","401","0","77","1"
"696","62","F","385","4","201","1"
"696","38","F","206","1","183","1"
"696","52","M","205","2","212","1"
"696","59","M","187","0","84","1"
"696","35","M","201","1","92","1"
"696","74","M","398","3","212","1"
"697","60","F","320","4","169","1"
"697","70","F","260","3","109","0"
"697","25","M","167","0","71","1"
"697","48","F","219","2","175","0"
"697","36","F","417","2","195","0"
"697","51","M","149","3","236","0"
"697","46","F","401","0","141","1"
"697","27","F","260","1","67","1"
"697","42","M","382","4","171","1"
"698","25","M","108","0","91","0"
"698","46","F","483","1","140","1"
"698","63","F","452","3","106","0"
"698","37","F","459","0","91","1"
"698","71","F","318","1","97","1"
"698","19","F","417","3","106","1"
"698","42","M","168","2","133","1"
"698","52","M","184","0","175","0"
"698","50","F","484","2","76","1"
"698","25","F","429","0","211","1"
"698","72","M","167","1","188","1"
"698","60","M","182","3","172","1"
"699","51","F","184","1","62","0"
"699","26","M","282","3","107","0"
"699","32","M","260","0","140","0"
"699","79","F","240","0","171","1"
"699","25","F","255","3","244","0"
"699","59","F","279","0","204","0"
